"Time","Source","Destination","Protocol","Length","D-Port","S-Port","ACK","SYN","Delta-Time"
"723.557527","172.27.224.251","172.27.224.250","TCP","60","502","52765","Set","Not set","0.000248"
"723.557777","172.27.224.251","172.27.224.250","TCP","60","502","52765","Set","Not set","0.000250"
"723.558028","172.27.224.251","172.27.224.250","TCP","60","502","52765","Set","Not set","0.000251"
"723.558275","172.27.224.251","172.27.224.250","TCP","60","502","52765","Set","Not set","0.000247"
"723.558523","172.27.224.251","172.27.224.250","TCP","60","502","52765","Set","Not set","0.000248"
"723.558771","172.27.224.251","172.27.224.250","TCP","60","502","52765","Set","Not set","0.000248"
"723.559026","172.27.224.250","172.27.224.70","Modbus/TCP","85","49499","502","Set","Not set","0.000255"
"723.559028","172.27.224.251","172.27.224.250","TCP","60","502","52765","Set","Not set","0.000002"
"723.559273","172.27.224.251","172.27.224.250","TCP","60","502","52765","Set","Not set","0.000245"
"723.559520","172.27.224.251","172.27.224.250","TCP","60","502","52765","Set","Not set","0.000247"
"723.568657","172.27.224.250","172.27.224.251","TCP","60","52765","502","Set","Not set","0.009137"
"723.577070","172.27.224.250","172.27.224.251","TCP","60","52765","502","Set","Not set","0.008413"
"723.577910","172.27.224.250","172.27.224.251","Modbus/TCP","66","52765","502","Set","Not set","0.000840"
"723.632044","172.27.224.70","172.27.224.255","BROWSER","229","138","138","","","0.054134"
"723.772192","172.27.224.70","172.27.224.250","TCP","60","502","49499","Set","Not set","0.140148"
"723.780153","172.27.224.251","172.27.224.250","TCP","60","502","52765","Set","Not set","0.007961"
"723.866808","172.27.224.70","172.27.224.250","Modbus/TCP","66","502","49499","Set","Not set","0.086655"
"723.877458","172.27.224.250","172.27.224.70","Modbus/TCP","85","49499","502","Set","Not set","0.010650"
"724.014746","HewlettPacka_8e:40:b3","Spanning-tree-(for-bridges)_00","STP","64","","","","","0.137288"
"724.084166","172.27.224.70","172.27.224.250","TCP","60","502","49499","Set","Not set","0.069420"
"724.178460","172.27.224.70","172.27.224.250","Modbus/TCP","66","502","49499","Set","Not set","0.094294"
"724.188125","172.27.224.250","172.27.224.70","Modbus/TCP","85","49499","502","Set","Not set","0.009665"
"724.396173","172.27.224.70","172.27.224.250","TCP","60","502","49499","Set","Not set","0.208048"
"724.490302","172.27.224.70","172.27.224.250","Modbus/TCP","66","502","49499","Set","Not set","0.094129"
"724.497489","172.27.224.250","172.27.224.70","Modbus/TCP","85","49499","502","Set","Not set","0.007187"
"724.677066","172.27.224.70","172.27.224.255","BROWSER","217","138","138","","","0.179577"
"724.708140","172.27.224.70","172.27.224.250","TCP","60","502","49499","Set","Not set","0.031074"
"724.708343","172.27.224.70","172.27.224.255","BROWSER","247","138","138","","","0.000203"
"724.802466","172.27.224.70","172.27.224.250","Modbus/TCP","66","502","49499","Set","Not set","0.094123"
"724.808129","172.27.224.250","172.27.224.70","Modbus/TCP","85","49499","502","Set","Not set","0.005663"
"724.995780","172.27.224.251","172.27.224.250","TCP","60","502","52765","Set","Not set","0.187651"
"725.006147","172.27.224.250","172.27.224.251","TCP","60","52765","502","Set","Not set","0.010367"
"725.006982","172.27.224.250","172.27.224.251","TCP","60","52765","502","Set","Not set","0.000835"
"725.006987","172.27.224.251","172.27.224.250","TCP","60","502","52765","Set","Not set","0.000005"
"725.007150","172.27.224.250","172.27.224.251","TCP","60","52765","502","Set","Not set","0.000163"
"725.016195","172.27.224.250","172.27.224.251","TCP","60","52765","502","Not set","Not set","0.009045"
"725.020119","172.27.224.70","172.27.224.250","TCP","60","502","49499","Set","Not set","0.003924"
"725.114370","172.27.224.70","172.27.224.250","Modbus/TCP","66","502","49499","Set","Not set","0.094251"
"725.118113","172.27.224.250","172.27.224.70","Modbus/TCP","85","49499","502","Set","Not set","0.003743"
"725.332144","172.27.224.70","172.27.224.250","TCP","60","502","49499","Set","Not set","0.214031"
"725.426454","172.27.224.70","172.27.224.250","Modbus/TCP","66","502","49499","Set","Not set","0.094310"
"725.437437","172.27.224.250","172.27.224.70","Modbus/TCP","85","49499","502","Set","Not set","0.010983"
"725.644164","172.27.224.70","172.27.224.250","TCP","60","502","49499","Set","Not set","0.206727"
"725.738352","172.27.224.70","172.27.224.250","Modbus/TCP","66","502","49499","Set","Not set","0.094188"
"725.748107","172.27.224.250","172.27.224.70","Modbus/TCP","85","49499","502","Set","Not set","0.009755"
"725.956136","172.27.224.70","172.27.224.250","TCP","60","502","49499","Set","Not set","0.208029"
"726.014755","HewlettPacka_8e:40:b3","Spanning-tree-(for-bridges)_00","STP","64","","","","","0.058619"
"726.050318","172.27.224.70","172.27.224.250","Modbus/TCP","66","502","49499","Set","Not set","0.035563"
"726.057442","172.27.224.250","172.27.224.70","Modbus/TCP","85","49499","502","Set","Not set","0.007124"
"726.268142","172.27.224.70","172.27.224.250","TCP","60","502","49499","Set","Not set","0.210700"
"726.362357","172.27.224.70","172.27.224.250","Modbus/TCP","66","502","49499","Set","Not set","0.094215"
"726.368099","172.27.224.250","172.27.224.70","Modbus/TCP","85","49499","502","Set","Not set","0.005742"
"726.443572","ASUSTekCOMPU_64:40:79","Broadcast","ARP","60","","","","","0.075473"
"726.446024","Telemecaniqu_09:51:3b","ASUSTekCOMPU_64:40:79","ARP","64","","","","","0.002452"
"726.446029","172.27.224.251","172.27.224.250","TCP","60","502","52766","Not set","Set","0.000005"
"726.456311","172.27.224.250","172.27.224.251","TCP","60","52766","502","Set","Set","0.010282"
"726.456318","172.27.224.251","172.27.224.250","TCP","60","502","52766","Set","Not set","0.000007"
"726.457366","172.27.224.251","172.27.224.250","TCP","60","502","52766","Set","Not set","0.001048"
"726.457582","172.27.224.251","172.27.224.250","TCP","60","502","52766","Set","Not set","0.000216"
"726.457837","172.27.224.251","172.27.224.250","TCP","60","502","52766","Set","Not set","0.000255"
"726.458082","172.27.224.251","172.27.224.250","TCP","60","502","52766","Set","Not set","0.000245"
"726.458333","172.27.224.251","172.27.224.250","TCP","60","502","52766","Set","Not set","0.000251"
"726.458578","172.27.224.251","172.27.224.250","TCP","60","502","52766","Set","Not set","0.000245"
"726.458834","172.27.224.251","172.27.224.250","TCP","60","502","52766","Set","Not set","0.000256"
"726.459080","172.27.224.251","172.27.224.250","TCP","60","502","52766","Set","Not set","0.000246"
"726.459328","172.27.224.251","172.27.224.250","TCP","60","502","52766","Set","Not set","0.000248"
"726.459575","172.27.224.251","172.27.224.250","TCP","60","502","52766","Set","Not set","0.000247"
"726.459829","172.27.224.251","172.27.224.250","TCP","60","502","52766","Set","Not set","0.000254"
"726.460076","172.27.224.251","172.27.224.250","TCP","60","502","52766","Set","Not set","0.000247"
"726.467863","172.27.224.250","172.27.224.251","TCP","60","52766","502","Set","Not set","0.007787"
"726.477146","172.27.224.250","172.27.224.251","TCP","60","52766","502","Set","Not set","0.009283"
"726.477984","172.27.224.250","172.27.224.251","Modbus/TCP","66","52766","502","Set","Not set","0.000838"
"726.580141","172.27.224.70","172.27.224.250","TCP","60","502","49499","Set","Not set","0.102157"
"726.674360","172.27.224.70","172.27.224.250","Modbus/TCP","66","502","49499","Set","Not set","0.094219"
"726.677481","172.27.224.250","172.27.224.70","Modbus/TCP","85","49499","502","Set","Not set","0.003121"
"726.680260","172.27.224.251","172.27.224.250","TCP","60","502","52766","Set","Not set","0.002779"
"726.892108","172.27.224.70","172.27.224.250","TCP","60","502","49499","Set","Not set","0.211848"
"726.986351","172.27.224.70","172.27.224.250","Modbus/TCP","66","502","49499","Set","Not set","0.094243"
"726.998149","172.27.224.250","172.27.224.70","Modbus/TCP","85","49499","502","Set","Not set","0.011798"
"727.204128","172.27.224.70","172.27.224.250","TCP","60","502","49499","Set","Not set","0.205979"
"727.298473","172.27.224.70","172.27.224.250","Modbus/TCP","66","502","49499","Set","Not set","0.094345"
"727.307499","172.27.224.250","172.27.224.70","Modbus/TCP","85","49499","502","Set","Not set","0.009026"
"727.516103","172.27.224.70","172.27.224.250","TCP","60","502","49499","Set","Not set","0.208604"
"727.610342","172.27.224.70","172.27.224.250","Modbus/TCP","66","502","49499","Set","Not set","0.094239"
"727.618185","172.27.224.250","172.27.224.70","Modbus/TCP","85","49499","502","Set","Not set","0.007843"
"727.828123","172.27.224.70","172.27.224.250","TCP","60","502","49499","Set","Not set","0.209938"
"727.896282","172.27.224.251","172.27.224.250","TCP","60","502","52766","Set","Not set","0.068159"
"727.906177","172.27.224.250","172.27.224.251","TCP","60","52766","502","Set","Not set","0.009895"
"727.907021","172.27.224.250","172.27.224.251","TCP","60","52766","502","Set","Not set","0.000844"
"727.907026","172.27.224.251","172.27.224.250","TCP","60","502","52766","Set","Not set","0.000005"
"727.907195","172.27.224.250","172.27.224.251","TCP","60","52766","502","Set","Not set","0.000169"
"727.916194","172.27.224.250","172.27.224.251","TCP","60","52766","502","Not set","Not set","0.008999"
"727.922259","172.27.224.70","172.27.224.250","Modbus/TCP","66","502","49499","Set","Not set","0.006065"
"727.928131","172.27.224.250","172.27.224.70","Modbus/TCP","85","49499","502","Set","Not set","0.005872"
"728.014912","HewlettPacka_8e:40:b3","Spanning-tree-(for-bridges)_00","STP","64","","","","","0.086781"
"728.140098","172.27.224.70","172.27.224.250","TCP","60","502","49499","Set","Not set","0.125186"
"728.234305","172.27.224.70","172.27.224.250","Modbus/TCP","66","502","49499","Set","Not set","0.094207"
"728.237448","172.27.224.250","172.27.224.70","Modbus/TCP","85","49499","502","Set","Not set","0.003143"
"728.452106","172.27.224.70","172.27.224.250","TCP","60","502","49499","Set","Not set","0.214658"
"728.546848","172.27.224.70","172.27.224.250","Modbus/TCP","66","502","49499","Set","Not set","0.094742"
"728.558157","172.27.224.250","172.27.224.70","Modbus/TCP","85","49499","502","Set","Not set","0.011309"
"728.779672","172.27.224.70","172.27.224.250","TCP","60","502","49499","Set","Not set","0.221515"
"728.858306","172.27.224.70","172.27.224.250","Modbus/TCP","66","502","49499","Set","Not set","0.078634"
"728.867478","172.27.224.250","172.27.224.70","Modbus/TCP","85","49499","502","Set","Not set","0.009172"
"729.058185","::","ff02::16","ICMPv6","90","","","","","0.190707"
"729.070191","::","ff02::16","ICMPv6","90","","","","","0.012006"
"729.091680","172.27.224.70","172.27.224.250","TCP","60","502","49499","Set","Not set","0.021489"
"729.094530","0.0.0.0","255.255.255.255","DHCP","342","67","68","","","0.002850"
"729.170355","172.27.224.70","172.27.224.250","Modbus/TCP","66","502","49499","Set","Not set","0.075825"
"729.178244","172.27.224.250","172.27.224.70","Modbus/TCP","85","49499","502","Set","Not set","0.007889"
"729.344082","ASUSTekCOMPU_64:40:79","Broadcast","ARP","60","","","","","0.165838"
"729.346082","Telemecaniqu_09:51:3b","ASUSTekCOMPU_64:40:79","ARP","64","","","","","0.002000"
"729.346088","172.27.224.251","172.27.224.250","TCP","60","502","52767","Not set","Set","0.000006"
"729.354224","::","ff02::1:ffe6:1421","ICMPv6","86","","","","","0.008136"
"729.356367","172.27.224.250","172.27.224.251","TCP","60","52767","502","Set","Set","0.002143"
"729.356372","172.27.224.251","172.27.224.250","TCP","60","502","52767","Set","Not set","0.000005"
"729.356829","172.27.224.251","172.27.224.250","TCP","60","502","52767","Set","Not set","0.000457"
"729.357068","172.27.224.251","172.27.224.250","TCP","60","502","52767","Set","Not set","0.000239"
"729.357314","172.27.224.251","172.27.224.250","TCP","60","502","52767","Set","Not set","0.000246"
"729.357562","172.27.224.251","172.27.224.250","TCP","60","502","52767","Set","Not set","0.000248"
"729.357817","172.27.224.251","172.27.224.250","TCP","60","502","52767","Set","Not set","0.000255"
"729.358065","172.27.224.251","172.27.224.250","TCP","60","502","52767","Set","Not set","0.000248"
"729.358312","172.27.224.251","172.27.224.250","TCP","60","502","52767","Set","Not set","0.000247"
"729.358559","172.27.224.251","172.27.224.250","TCP","60","502","52767","Set","Not set","0.000247"
"729.358814","172.27.224.251","172.27.224.250","TCP","60","502","52767","Set","Not set","0.000255"
"729.359061","172.27.224.251","172.27.224.250","TCP","60","502","52767","Set","Not set","0.000247"
"729.359309","172.27.224.251","172.27.224.250","TCP","60","502","52767","Set","Not set","0.000248"
"729.359557","172.27.224.251","172.27.224.250","TCP","60","502","52767","Set","Not set","0.000248"
"729.367844","172.27.224.250","172.27.224.251","TCP","60","52767","502","Set","Not set","0.008287"
"729.378464","172.27.224.250","172.27.224.251","TCP","60","52767","502","Set","Not set","0.010620"
"729.379317","172.27.224.250","172.27.224.251","Modbus/TCP","66","52767","502","Set","Not set","0.000853"
"729.388067","172.27.224.70","172.27.224.250","TCP","60","502","49499","Set","Not set","0.008750"
"729.482518","172.27.224.70","172.27.224.250","Modbus/TCP","66","502","49499","Set","Not set","0.094451"
"729.488181","172.27.224.250","172.27.224.70","Modbus/TCP","85","49499","502","Set","Not set","0.005663"
"729.581619","172.27.224.251","172.27.224.250","TCP","60","502","52767","Set","Not set","0.093438"
"729.700058","172.27.224.70","172.27.224.250","TCP","60","502","49499","Set","Not set","0.118439"
"729.794471","172.27.224.70","172.27.224.250","Modbus/TCP","66","502","49499","Set","Not set","0.094413"
"729.797526","172.27.224.250","172.27.224.70","Modbus/TCP","85","49499","502","Set","Not set","0.003055"
"730.012078","172.27.224.70","172.27.224.250","TCP","60","502","49499","Set","Not set","0.214552"
"730.014679","HewlettPacka_8e:40:b3","Spanning-tree-(for-bridges)_00","STP","64","","","","","0.002601"
"730.106275","172.27.224.70","172.27.224.250","Modbus/TCP","66","502","49499","Set","Not set","0.091596"
"730.118187","172.27.224.250","172.27.224.70","Modbus/TCP","85","49499","502","Set","Not set","0.011912"
"730.339690","172.27.224.70","172.27.224.250","TCP","60","502","49499","Set","Not set","0.221503"
"730.378242","fe80::20c:29ff:fee6:1421","ff02::16","ICMPv6","90","","","","","0.038552"
"730.418338","172.27.224.70","172.27.224.250","Modbus/TCP","66","502","49499","Set","Not set","0.040096"
"730.427541","172.27.224.250","172.27.224.70","Modbus/TCP","85","49499","502","Set","Not set","0.009203"
"730.636063","172.27.224.70","172.27.224.250","TCP","60","502","49499","Set","Not set","0.208522"
"730.730248","172.27.224.70","172.27.224.250","Modbus/TCP","66","502","49499","Set","Not set","0.094185"
"730.738222","172.27.224.250","172.27.224.70","Modbus/TCP","85","49499","502","Set","Not set","0.007974"
"730.795768","172.27.224.251","172.27.224.250","TCP","60","502","52767","Set","Not set","0.057546"
"730.796203","172.27.224.250","172.27.224.251","TCP","60","52767","502","Set","Not set","0.000435"
"730.797058","172.27.224.250","172.27.224.251","TCP","60","52767","502","Set","Not set","0.000855"
"730.797061","172.27.224.251","172.27.224.250","TCP","60","502","52767","Set","Not set","0.000003"
"730.797237","172.27.224.250","172.27.224.251","TCP","60","52767","502","Set","Not set","0.000176"
"730.806232","172.27.224.250","172.27.224.251","TCP","60","52767","502","Not set","Not set","0.008995"
"730.948041","172.27.224.70","172.27.224.250","TCP","60","502","49499","Set","Not set","0.141809"
"730.954197","fe80::20c:29ff:fee6:1421","ff02::16","ICMPv6","90","","","","","0.006156"
"730.995824","fe80::20c:29ff:fee6:1421","ff02::2","ICMPv6","62","","","","","0.041627"
"731.042459","172.27.224.70","172.27.224.250","Modbus/TCP","66","502","49499","Set","Not set","0.046635"
"731.048185","172.27.224.250","172.27.224.70","Modbus/TCP","85","49499","502","Set","Not set","0.005726"
"731.260024","172.27.224.70","172.27.224.250","TCP","60","502","49499","Set","Not set","0.211839"
"731.354795","172.27.224.70","172.27.224.250","Modbus/TCP","66","502","49499","Set","Not set","0.094771"
"731.357498","172.27.224.250","172.27.224.70","Modbus/TCP","85","49499","502","Set","Not set","0.002703"
"731.572062","172.27.224.70","172.27.224.250","TCP","60","502","49499","Set","Not set","0.214564"
"731.666261","172.27.224.70","172.27.224.250","Modbus/TCP","66","502","49499","Set","Not set","0.094199"
"731.678215","172.27.224.250","172.27.224.70","Modbus/TCP","85","49499","502","Set","Not set","0.011954"
"731.884052","172.27.224.70","172.27.224.250","TCP","60","502","49499","Set","Not set","0.205837"
"731.978244","172.27.224.70","172.27.224.250","Modbus/TCP","66","502","49499","Set","Not set","0.094192"
"731.987506","172.27.224.250","172.27.224.70","Modbus/TCP","85","49499","502","Set","Not set","0.009262"
"732.014773","HewlettPacka_8e:40:b3","Spanning-tree-(for-bridges)_00","STP","64","","","","","0.027267"
"732.196048","172.27.224.70","172.27.224.250","TCP","60","502","49499","Set","Not set","0.181275"
"732.234355","ASUSTekCOMPU_64:40:79","Broadcast","ARP","60","","","","","0.038307"
"732.236142","Telemecaniqu_09:51:3b","ASUSTekCOMPU_64:40:79","ARP","64","","","","","0.001787"
"732.236148","172.27.224.251","172.27.224.250","TCP","60","502","52768","Not set","Set","0.000006"
"732.246405","172.27.224.250","172.27.224.251","TCP","60","52768","502","Set","Set","0.010257"
"732.246410","172.27.224.251","172.27.224.250","TCP","60","502","52768","Set","Not set","0.000005"
"732.247078","172.27.224.251","172.27.224.250","TCP","60","502","52768","Set","Not set","0.000668"
"732.247318","172.27.224.251","172.27.224.250","TCP","60","502","52768","Set","Not set","0.000240"
"732.247564","172.27.224.251","172.27.224.250","TCP","60","502","52768","Set","Not set","0.000246"
"732.247810","172.27.224.251","172.27.224.250","TCP","60","502","52768","Set","Not set","0.000246"
"732.248058","172.27.224.251","172.27.224.250","TCP","60","502","52768","Set","Not set","0.000248"
"732.248313","172.27.224.251","172.27.224.250","TCP","60","502","52768","Set","Not set","0.000255"
"732.248558","172.27.224.251","172.27.224.250","TCP","60","502","52768","Set","Not set","0.000245"
"732.248806","172.27.224.251","172.27.224.250","TCP","60","502","52768","Set","Not set","0.000248"
"732.249054","172.27.224.251","172.27.224.250","TCP","60","502","52768","Set","Not set","0.000248"
"732.249307","172.27.224.251","172.27.224.250","TCP","60","502","52768","Set","Not set","0.000253"
"732.249555","172.27.224.251","172.27.224.250","TCP","60","502","52768","Set","Not set","0.000248"
"732.249807","172.27.224.251","172.27.224.250","TCP","60","502","52768","Set","Not set","0.000252"
"732.258780","172.27.224.250","172.27.224.251","TCP","60","52768","502","Set","Not set","0.008973"
"732.267228","172.27.224.250","172.27.224.251","TCP","60","52768","502","Set","Not set","0.008448"
"732.268085","172.27.224.250","172.27.224.251","Modbus/TCP","66","52768","502","Set","Not set","0.000857"
"732.290238","172.27.224.70","172.27.224.250","Modbus/TCP","66","502","49499","Set","Not set","0.022153"
"732.297584","172.27.224.250","172.27.224.70","Modbus/TCP","85","49499","502","Set","Not set","0.007346"
"732.470309","172.27.224.251","172.27.224.250","TCP","60","502","52768","Set","Not set","0.172725"
"732.508030","172.27.224.70","172.27.224.250","TCP","60","502","49499","Set","Not set","0.037721"
"732.602230","172.27.224.70","172.27.224.250","Modbus/TCP","66","502","49499","Set","Not set","0.094200"
"732.608219","172.27.224.250","172.27.224.70","Modbus/TCP","85","49499","502","Set","Not set","0.005989"
"732.820013","172.27.224.70","172.27.224.250","TCP","60","502","49499","Set","Not set","0.211794"
"732.914557","172.27.224.70","172.27.224.250","Modbus/TCP","66","502","49499","Set","Not set","0.094544"
"732.917585","172.27.224.250","172.27.224.70","Modbus/TCP","85","49499","502","Set","Not set","0.003028"
"733.132046","172.27.224.70","172.27.224.250","TCP","60","502","49499","Set","Not set","0.214461"
"733.226534","172.27.224.70","172.27.224.250","Modbus/TCP","66","502","49499","Set","Not set","0.094488"
"733.238226","172.27.224.250","172.27.224.70","Modbus/TCP","85","49499","502","Set","Not set","0.011692"
"733.444010","172.27.224.70","172.27.224.250","TCP","60","502","49499","Set","Not set","0.205784"
"733.538274","172.27.224.70","172.27.224.250","Modbus/TCP","66","502","49499","Set","Not set","0.094264"
"733.547610","172.27.224.250","172.27.224.70","Modbus/TCP","85","49499","502","Set","Not set","0.009336"
"733.686051","172.27.224.251","172.27.224.250","TCP","60","502","52768","Set","Not set","0.138441"
"733.696310","172.27.224.250","172.27.224.251","TCP","60","52768","502","Set","Not set","0.010259"
"733.697550","172.27.224.250","172.27.224.251","TCP","60","52768","502","Set","Not set","0.001240"
"733.697554","172.27.224.251","172.27.224.250","TCP","60","502","52768","Set","Not set","0.000004"
"733.697722","172.27.224.250","172.27.224.251","TCP","60","52768","502","Set","Not set","0.000168"
"733.706272","172.27.224.250","172.27.224.251","TCP","60","52768","502","Not set","Not set","0.008550"
"733.755989","172.27.224.70","172.27.224.250","TCP","60","502","49499","Set","Not set","0.049717"
"733.850175","172.27.224.70","172.27.224.250","Modbus/TCP","66","502","49499","Set","Not set","0.094186"
"733.858237","172.27.224.250","172.27.224.70","Modbus/TCP","85","49499","502","Set","Not set","0.008062"
"734.014757","HewlettPacka_8e:40:b3","Spanning-tree-(for-bridges)_00","STP","64","","","","","0.156520"
"734.067994","172.27.224.70","172.27.224.250","TCP","60","502","49499","Set","Not set","0.053237"
"734.162306","172.27.224.70","172.27.224.250","Modbus/TCP","66","502","49499","Set","Not set","0.094312"
"734.167545","172.27.224.250","172.27.224.70","Modbus/TCP","85","49499","502","Set","Not set","0.005239"
"734.380016","172.27.224.70","172.27.224.250","TCP","60","502","49499","Set","Not set","0.212471"
"734.474369","172.27.224.70","172.27.224.250","Modbus/TCP","66","502","49499","Set","Not set","0.094353"
"734.478211","172.27.224.250","172.27.224.70","Modbus/TCP","85","49499","502","Set","Not set","0.003842"
"734.691991","172.27.224.70","172.27.224.250","TCP","60","502","49499","Set","Not set","0.213780"
"734.786146","172.27.224.70","172.27.224.250","Modbus/TCP","66","502","49499","Set","Not set","0.094155"
"734.797549","172.27.224.250","172.27.224.70","Modbus/TCP","85","49499","502","Set","Not set","0.011403"
"734.947237","0.0.0.0","255.255.255.255","DHCP","342","67","68","","","0.149688"
"734.999025","fe80::20c:29ff:fee6:1421","ff02::2","ICMPv6","62","","","","","0.051788"
"735.003992","172.27.224.70","172.27.224.250","TCP","60","502","49499","Set","Not set","0.004967"
"735.098230","172.27.224.70","172.27.224.250","Modbus/TCP","66","502","49499","Set","Not set","0.094238"
"735.108247","172.27.224.250","172.27.224.70","Modbus/TCP","85","49499","502","Set","Not set","0.010017"
"735.134884","ASUSTekCOMPU_64:40:79","Broadcast","ARP","60","","","","","0.026637"
"735.136162","Telemecaniqu_09:51:3b","ASUSTekCOMPU_64:40:79","ARP","64","","","","","0.001278"
"735.136168","172.27.224.251","172.27.224.250","TCP","60","502","52769","Not set","Set","0.000006"
"735.146434","172.27.224.250","172.27.224.251","TCP","60","52769","502","Set","Set","0.010266"
"735.146442","172.27.224.251","172.27.224.250","TCP","60","502","52769","Set","Not set","0.000008"
"735.147607","172.27.224.251","172.27.224.250","TCP","60","502","52769","Set","Not set","0.001165"
"735.147827","172.27.224.251","172.27.224.250","TCP","60","502","52769","Set","Not set","0.000220"
"735.148078","172.27.224.251","172.27.224.250","TCP","60","502","52769","Set","Not set","0.000251"
"735.148327","172.27.224.251","172.27.224.250","TCP","60","502","52769","Set","Not set","0.000249"
"735.148574","172.27.224.251","172.27.224.250","TCP","60","502","52769","Set","Not set","0.000247"
"735.148822","172.27.224.251","172.27.224.250","TCP","60","502","52769","Set","Not set","0.000248"
"735.149069","172.27.224.251","172.27.224.250","TCP","60","502","52769","Set","Not set","0.000247"
"735.149328","172.27.224.251","172.27.224.250","TCP","60","502","52769","Set","Not set","0.000259"
"735.149571","172.27.224.251","172.27.224.250","TCP","60","502","52769","Set","Not set","0.000243"
"735.149819","172.27.224.251","172.27.224.250","TCP","60","502","52769","Set","Not set","0.000248"
"735.150066","172.27.224.251","172.27.224.250","TCP","60","502","52769","Set","Not set","0.000247"
"735.150323","172.27.224.251","172.27.224.250","TCP","60","502","52769","Set","Not set","0.000257"
"735.157981","172.27.224.250","172.27.224.251","TCP","60","52769","502","Set","Not set","0.007658"
"735.167589","172.27.224.250","172.27.224.251","TCP","60","52769","502","Set","Not set","0.009608"
"735.168420","172.27.224.250","172.27.224.251","Modbus/TCP","66","52769","502","Set","Not set","0.000831"
"735.316003","172.27.224.70","172.27.224.250","TCP","60","502","49499","Set","Not set","0.147583"
"735.370639","172.27.224.251","172.27.224.250","TCP","60","502","52769","Set","Not set","0.054636"
"735.416692","172.27.224.70","172.27.224.250","Modbus/TCP","66","502","49499","Set","Not set","0.046053"
"735.427613","172.27.224.250","172.27.224.70","Modbus/TCP","85","49499","502","Set","Not set","0.010921"
"735.554655","172.27.224.70","172.27.224.255","BROWSER","243","138","138","","","0.127042"
"735.558945","172.27.224.70","172.27.224.255","BROWSER","243","138","138","","","0.004290"
"735.643599","172.27.224.70","172.27.224.250","TCP","60","502","49499","Set","Not set","0.084654"
"735.722273","172.27.224.70","172.27.224.250","Modbus/TCP","66","502","49499","Set","Not set","0.078674"
"735.728256","172.27.224.250","172.27.224.70","Modbus/TCP","85","49499","502","Set","Not set","0.005983"
"735.939982","172.27.224.70","172.27.224.250","TCP","60","502","49499","Set","Not set","0.211726"
"736.014672","HewlettPacka_8e:40:b3","Spanning-tree-(for-bridges)_00","STP","64","","","","","0.074690"
"736.034201","172.27.224.70","172.27.224.250","Modbus/TCP","66","502","49499","Set","Not set","0.019529"
"736.037627","172.27.224.250","172.27.224.70","Modbus/TCP","85","49499","502","Set","Not set","0.003426"
"736.251981","172.27.224.70","172.27.224.250","TCP","60","502","49499","Set","Not set","0.214354"
"736.346158","172.27.224.70","172.27.224.250","Modbus/TCP","66","502","49499","Set","Not set","0.094177"
"736.358257","172.27.224.250","172.27.224.70","Modbus/TCP","85","49499","502","Set","Not set","0.012099"
"736.579567","172.27.224.70","172.27.224.250","TCP","60","502","49499","Set","Not set","0.221310"
"736.586513","172.27.224.251","172.27.224.250","TCP","60","502","52769","Set","Not set","0.006946"
"736.596329","172.27.224.250","172.27.224.251","TCP","60","52769","502","Set","Not set","0.009816"
"736.597157","172.27.224.250","172.27.224.251","TCP","60","52769","502","Set","Not set","0.000828"
"736.597162","172.27.224.251","172.27.224.250","TCP","60","502","52769","Set","Not set","0.000005"
"736.597347","172.27.224.250","172.27.224.251","TCP","60","52769","502","Set","Not set","0.000185"
"736.606322","172.27.224.250","172.27.224.251","TCP","60","52769","502","Not set","Not set","0.008975"
"736.658181","172.27.224.70","172.27.224.250","Modbus/TCP","66","502","49499","Set","Not set","0.051859"
"736.668280","172.27.224.250","172.27.224.70","Modbus/TCP","85","49499","502","Set","Not set","0.010099"
"736.875954","172.27.224.70","172.27.224.250","TCP","60","502","49499","Set","Not set","0.207674"
"736.970417","172.27.224.70","172.27.224.250","Modbus/TCP","66","502","49499","Set","Not set","0.094463"
"736.977634","172.27.224.250","172.27.224.70","Modbus/TCP","85","49499","502","Set","Not set","0.007217"
"737.187973","172.27.224.70","172.27.224.250","TCP","60","502","49499","Set","Not set","0.210339"
"737.282153","172.27.224.70","172.27.224.250","Modbus/TCP","66","502","49499","Set","Not set","0.094180"
"737.288271","172.27.224.250","172.27.224.70","Modbus/TCP","85","49499","502","Set","Not set","0.006118"
"737.484638","fe80::2591:3422:2a18:9404","ff02::1:2","DHCPv6","146","547","546","","","0.196367"
"737.499935","172.27.224.70","172.27.224.250","TCP","60","502","49499","Set","Not set","0.015297"
"737.594159","172.27.224.70","172.27.224.250","Modbus/TCP","66","502","49499","Set","Not set","0.094224"
"737.597609","172.27.224.250","172.27.224.70","Modbus/TCP","85","49499","502","Set","Not set","0.003450"
"737.811966","172.27.224.70","172.27.224.250","TCP","60","502","49499","Set","Not set","0.214357"
"737.906496","172.27.224.70","172.27.224.250","Modbus/TCP","66","502","49499","Set","Not set","0.094530"
"737.918311","172.27.224.250","172.27.224.70","Modbus/TCP","85","49499","502","Set","Not set","0.011815"
"738.014647","HewlettPacka_8e:40:b3","Spanning-tree-(for-bridges)_00","STP","64","","","","","0.096336"
"738.034337","ASUSTekCOMPU_64:40:79","Broadcast","ARP","60","","","","","0.019690"
